Region,State,District,Year,Quarter,Registered_user,Latitude,Longitude
Southern Region,Tamil Nadu,Madurai,2018,Q2,105957,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2018,Q2,96842,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2018,Q2,91156,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2018,Q3,511138,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2018,Q3,381620,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2018,Q3,368413,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2018,Q3,318461,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2018,Q3,239985,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2018,Q3,172195,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2018,Q3,164489,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2018,Q3,138064,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2018,Q3,128769,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2018,Q3,119661,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2018,Q4,689276,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2018,Q4,514830,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2018,Q4,483785,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2018,Q4,415090,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2018,Q4,318007,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2018,Q4,227253,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2018,Q4,215365,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2018,Q4,183206,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2018,Q4,172743,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2018,Q4,160006,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2019,Q1,830586,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2019,Q1,625908,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2019,Q1,578045,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2019,Q1,495350,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2019,Q1,385091,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2019,Q1,273869,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2019,Q1,257624,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2019,Q1,224783,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2019,Q1,212859,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2019,Q1,193798,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2019,Q2,969955,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2019,Q2,733978,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2019,Q2,667137,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2019,Q2,584160,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2019,Q2,447527,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2019,Q2,324350,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2019,Q2,302033,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2019,Q2,268420,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2019,Q2,252986,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2019,Q2,229886,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2019,Q3,1090190,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2019,Q3,828137,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2019,Q3,744424,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2019,Q3,669547,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2019,Q3,503192,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2019,Q3,371296,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2019,Q3,342259,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2019,Q3,305793,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2019,Q3,290478,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2019,Q3,261919,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2019,Q4,1216610,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2019,Q4,934744,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2019,Q4,829575,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2019,Q4,767480,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2019,Q4,564806,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2019,Q4,427694,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2019,Q4,390301,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2019,Q4,351234,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2019,Q4,335178,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2019,Q4,299366,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2020,Q1,1340762,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2020,Q1,1041642,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2020,Q1,912587,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2020,Q1,868832,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2020,Q1,626872,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2020,Q1,488697,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2020,Q1,442045,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2020,Q1,402474,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2020,Q1,379857,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2020,Q1,339829,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2020,Q2,1436722,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2020,Q2,1140330,13.1394221,79.9070839
Southern Region,Tamil Nadu,Chengalpattu,2020,Q2,979769,12.6840886,79.9836371
Southern Region,Tamil Nadu,Coimbatore,2020,Q2,958191,11.0018115,76.9628425
Southern Region,Tamil Nadu,Kanchipuram,2020,Q2,678899,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2020,Q2,550609,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2020,Q2,499360,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2020,Q2,456527,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2020,Q2,424184,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2020,Q2,383178,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2020,Q3,1566152,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2020,Q3,1260923,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2020,Q3,1073680,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2020,Q3,1064263,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2020,Q3,744437,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2020,Q3,625391,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2020,Q3,564858,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2020,Q3,516447,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2020,Q3,480568,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2020,Q3,433221,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2020,Q4,1731527,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2020,Q4,1408348,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2020,Q4,1205249,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2020,Q4,1170720,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2020,Q4,829207,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2020,Q4,710489,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2020,Q4,638883,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2020,Q4,582252,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2020,Q4,545815,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2020,Q4,487716,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2021,Q1,1865001,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2021,Q1,1522407,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2021,Q1,1304141,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2021,Q1,1259678,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2021,Q1,895950,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2021,Q1,772074,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2021,Q1,693137,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2021,Q1,630685,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2021,Q1,592655,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2021,Q1,527667,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2021,Q2,1988355,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2021,Q2,1626966,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2021,Q2,1393621,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2021,Q2,1344163,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2021,Q2,957182,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2021,Q2,828168,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2021,Q2,742566,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2021,Q2,675035,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2021,Q2,635191,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2021,Q2,565156,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2021,Q3,2124347,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2021,Q3,1744228,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2021,Q3,1494350,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2021,Q3,1438295,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2021,Q3,1025651,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2021,Q3,891753,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2021,Q3,798213,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2021,Q3,725021,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2021,Q3,683549,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2021,Q3,607438,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2021,Q4,2261346,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2021,Q4,1860992,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2021,Q4,1594082,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2021,Q4,1532535,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2021,Q4,1094222,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2021,Q4,954674,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2021,Q4,853064,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2021,Q4,774490,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2021,Q4,731018,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2021,Q4,649095,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2022,Q1,2388315,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2022,Q1,1970646,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2022,Q1,1687096,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2022,Q1,1621177,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2022,Q1,1158719,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2022,Q1,1014036,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2022,Q1,905104,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2022,Q1,820952,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2022,Q1,776101,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2022,Q1,688562,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2022,Q2,2509588,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2022,Q2,2075274,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2022,Q2,1775760,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2022,Q2,1704864,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2022,Q2,1220237,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2022,Q2,1070480,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2022,Q2,954155,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2022,Q2,864806,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2022,Q2,818552,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2022,Q2,725751,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2022,Q3,2635738,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2022,Q3,2183990,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2022,Q3,1867655,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2022,Q3,1791530,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2022,Q3,1284243,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2022,Q3,1128474,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2022,Q3,1005031,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2022,Q3,910111,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2022,Q3,862231,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2022,Q3,763327,10.804973,78.6870296
Southern Region,Tamil Nadu,Chennai,2022,Q4,2763151,13.0836939,80.270186
Southern Region,Tamil Nadu,Tiruvallur,2022,Q4,2290089,13.1394221,79.9070839
Southern Region,Tamil Nadu,Coimbatore,2022,Q4,1955681,11.0018115,76.9628425
Southern Region,Tamil Nadu,Chengalpattu,2022,Q4,1876163,12.6840886,79.9836371
Southern Region,Tamil Nadu,Kanchipuram,2022,Q4,1346845,12.9647163,79.9839686
Southern Region,Tamil Nadu,Tiruppur,2022,Q4,1183174,11.1017815,77.345192
Southern Region,Tamil Nadu,Salem,2022,Q4,1052099,11.6549142,78.1584923
Southern Region,Tamil Nadu,Madurai,2022,Q4,953739,9.9261153,78.1140983
Southern Region,Tamil Nadu,Krishnagiri,2022,Q4,902906,12.5188835,78.2206536
Southern Region,Tamil Nadu,Tiruchirappalli,2022,Q4,798742,10.804973,78.6870296
Southern Region,Telangana,Hyderabad,2018,Q1,655175,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2018,Q1,635175,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2018,Q1,549429,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2018,Q1,142807,17.86859205,77.82281995
Southern Region,Telangana,Warangal,2018,Q1,133840,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2018,Q1,100028,18.4348122,79.1328042
Southern Region,Telangana,Khammam,2018,Q1,84941,17.5,80.333333
Southern Region,Telangana,Nalgonda,2018,Q1,84459,16.8579636,79.21749353
Southern Region,Telangana,Nizamabad,2018,Q1,77516,18.75,78.25
Southern Region,Telangana,Peddapalli,2018,Q1,67418,18.62065305,79.49501711
Southern Region,Telangana,Hyderabad,2018,Q2,842483,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2018,Q2,804959,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2018,Q2,696211,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2018,Q2,182673,17.86859205,77.82281995
Southern Region,Telangana,Warangal Rural,2018,Q2,171260,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2018,Q2,126122,18.4348122,79.1328042
Southern Region,Telangana,Khammam,2018,Q2,111361,17.5,80.333333
Southern Region,Telangana,Nalgonda,2018,Q2,110668,16.8579636,79.21749353
Southern Region,Telangana,Nizamabad,2018,Q2,100652,18.75,78.25
Southern Region,Telangana,Peddapalli,2018,Q2,86033,18.62065305,79.49501711
Southern Region,Telangana,Hyderabad,2018,Q3,1024241,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2018,Q3,963186,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2018,Q3,828425,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2018,Q3,220802,17.86859205,77.82281995
Southern Region,Telangana,Warangal,2018,Q3,199919,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2018,Q3,148562,18.4348122,79.1328042
Southern Region,Telangana,Khammam,2018,Q3,135353,17.5,80.333333
Southern Region,Telangana,Nalgonda,2018,Q3,134723,16.8579636,79.21749353
Southern Region,Telangana,Nizamabad,2018,Q3,120650,18.75,78.25
Southern Region,Telangana,Peddapalli,2018,Q3,102365,18.62065305,79.49501711
Southern Region,Telangana,Hyderabad,2018,Q4,1336872,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2018,Q4,1217664,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2018,Q4,1056739,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2018,Q4,281038,17.86859205,77.82281995
Southern Region,Telangana,Warangal Rural,2018,Q4,249500,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2018,Q4,182600,18.4348122,79.1328042
Southern Region,Telangana,Nalgonda,2018,Q4,171002,16.8579636,79.21749353
Southern Region,Telangana,Khammam,2018,Q4,168485,17.5,80.333333
Southern Region,Telangana,Nizamabad,2018,Q4,150190,18.75,78.25
Southern Region,Telangana,Peddapalli,2018,Q4,124191,18.62065305,79.49501711
Southern Region,Telangana,Hyderabad,2019,Q1,1638436,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2019,Q1,1470874,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2019,Q1,1279531,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2019,Q1,346529,17.86859205,77.82281995
Southern Region,Telangana,Warangal,2019,Q1,301881,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2019,Q1,218609,18.4348122,79.1328042
Southern Region,Telangana,Nalgonda,2019,Q1,211184,16.8579636,79.21749353
Southern Region,Telangana,Khammam,2019,Q1,206049,17.5,80.333333
Southern Region,Telangana,Nizamabad,2019,Q1,186351,18.75,78.25
Southern Region,Telangana,Siddipet,2019,Q1,152281,18.0055851,78.89611305
Southern Region,Telangana,Hyderabad,2019,Q2,1856926,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2019,Q2,1651300,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2019,Q2,1428880,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2019,Q2,395371,17.86859205,77.82281995
Southern Region,Telangana,Warangal Rural,2019,Q2,342602,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2019,Q2,246886,18.4348122,79.1328042
Southern Region,Telangana,Nalgonda,2019,Q2,243227,16.8579636,79.21749353
Southern Region,Telangana,Khammam,2019,Q2,239435,17.5,80.333333
Southern Region,Telangana,Nizamabad,2019,Q2,217841,18.75,78.25
Southern Region,Telangana,Siddipet,2019,Q2,175413,18.0055851,78.89611305
Southern Region,Telangana,Hyderabad,2019,Q3,2071673,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2019,Q3,1826019,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2019,Q3,1572320,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2019,Q3,441944,17.86859205,77.82281995
Southern Region,Telangana,Warangal,2019,Q3,381730,17.9820644,79.5970954
Southern Region,Telangana,Karimnagar,2019,Q3,274735,18.4348122,79.1328042
Southern Region,Telangana,Nalgonda,2019,Q3,274568,16.8579636,79.21749353
Southern Region,Telangana,Khammam,2019,Q3,270101,17.5,80.333333
Southern Region,Telangana,Nizamabad,2019,Q3,248977,18.75,78.25
Southern Region,Telangana,Siddipet,2019,Q3,196397,18.0055851,78.89611305
Southern Region,Telangana,Hyderabad,2019,Q4,2283903,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2019,Q4,2001437,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2019,Q4,1714832,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2019,Q4,493353,17.86859205,77.82281995
Southern Region,Telangana,Warangal Rural,2019,Q4,421970,17.9820644,79.5970954
Southern Region,Telangana,Nalgonda,2019,Q4,312849,16.8579636,79.21749353
Southern Region,Telangana,Karimnagar,2019,Q4,305507,18.4348122,79.1328042
Southern Region,Telangana,Khammam,2019,Q4,304804,17.5,80.333333
Southern Region,Telangana,Nizamabad,2019,Q4,284623,18.75,78.25
Southern Region,Telangana,Siddipet,2019,Q4,221164,18.0055851,78.89611305
Southern Region,Telangana,Hyderabad,2020,Q1,2483843,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2020,Q1,2166829,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2020,Q1,1845599,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2020,Q1,542540,17.86859205,77.82281995
Southern Region,Telangana,Warangal,2020,Q1,457591,17.9820644,79.5970954
Southern Region,Telangana,Nalgonda,2020,Q1,351793,16.8579636,79.21749353
Southern Region,Telangana,Khammam,2020,Q1,340747,17.5,80.333333
Southern Region,Telangana,Karimnagar,2020,Q1,334300,18.4348122,79.1328042
Southern Region,Telangana,Nizamabad,2020,Q1,320572,18.75,78.25
Southern Region,Telangana,Siddipet,2020,Q1,245168,18.0055851,78.89611305
Southern Region,Telangana,Hyderabad,2020,Q2,2653534,17.360589,78.4740613
Southern Region,Telangana,Rangareddy,2020,Q2,2313748,17.1333954,78.39709787
Southern Region,Telangana,Medchal,2020,Q2,1963353,17.6339929,78.4843146
Southern Region,Telangana,Sangareddy,2020,Q2,593360,17.86859205,77.82281995
Southern Region,Telangana,Warangal Rural,2020,Q2,495066,17.9820644,79.5970954
Southern Region,Telangana,Nalgonda,2020,Q2,393199,16.8579636,79.21749353
Southern Region,Telangana,Khammam,2020,Q2,380382,17.5,80.333333
Southern Region,Telangana,Karimnagar,2020,Q2,362986,18.4348122,79.1328042
