Region,State,District,Year,Quarter,Registered_user,Latitude,Longitude
Southern Region,Lakshadweep,Lakshadweep,2020,Q1,2772,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2020,Q2,3187,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2020,Q3,3644,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2020,Q4,4179,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2021,Q1,4577,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2021,Q2,4896,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2021,Q3,5287,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2021,Q4,5638,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2022,Q1,5990,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2022,Q2,6327,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2022,Q3,6645,10.8169274,73.6869845
Southern Region,Lakshadweep,Lakshadweep,2022,Q4,6961,10.8169274,73.6869845
Central Region,Madhya Pradesh,Indore,2018,Q1,366977,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2018,Q1,307312,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2018,Q1,142453,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2018,Q1,115953,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2018,Q1,84441,23.1885131,75.7716562
Central Region,Madhya Pradesh,Rewa,2018,Q1,73336,24.756718,81.65493469
Central Region,Madhya Pradesh,Sagar,2018,Q1,72857,23.80961225,78.75911361
Central Region,Madhya Pradesh,Chhindwara,2018,Q1,65005,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dhar,2018,Q1,63440,22.5,75.25
Central Region,Madhya Pradesh,Dewas,2018,Q1,62902,23.0,76.166667
Central Region,Madhya Pradesh,Indore,2018,Q2,479904,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2018,Q2,398498,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2018,Q2,193605,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2018,Q2,155624,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2018,Q2,113216,23.1885131,75.7716562
Central Region,Madhya Pradesh,Rewa,2018,Q2,100661,24.756718,81.65493469
Central Region,Madhya Pradesh,Sagar,2018,Q2,100623,23.80961225,78.75911361
Central Region,Madhya Pradesh,Chhindwara,2018,Q2,87704,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dhar,2018,Q2,86280,22.5,75.25
Central Region,Madhya Pradesh,Dewas,2018,Q2,84342,23.0,76.166667
Central Region,Madhya Pradesh,Indore,2018,Q3,585621,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2018,Q3,474192,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2018,Q3,236305,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2018,Q3,193535,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2018,Q3,143770,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2018,Q3,128283,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2018,Q3,125803,24.756718,81.65493469
Central Region,Madhya Pradesh,Dhar,2018,Q3,110726,22.5,75.25
Central Region,Madhya Pradesh,Chhindwara,2018,Q3,109266,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dewas,2018,Q3,105774,23.0,76.166667
Central Region,Madhya Pradesh,Indore,2018,Q4,712479,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2018,Q4,571518,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2018,Q4,284894,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2018,Q4,248495,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2018,Q4,177894,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2018,Q4,162788,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2018,Q4,160024,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2018,Q4,139301,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dhar,2018,Q4,137501,22.5,75.25
Central Region,Madhya Pradesh,Satna,2018,Q4,133865,24.5,81.0
Central Region,Madhya Pradesh,Indore,2019,Q1,844465,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2019,Q1,670417,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2019,Q1,331504,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2019,Q1,295042,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2019,Q1,214818,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2019,Q1,194467,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2019,Q1,188803,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2019,Q1,168633,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dhar,2019,Q1,166663,22.5,75.25
Central Region,Madhya Pradesh,Satna,2019,Q1,160954,24.5,81.0
Central Region,Madhya Pradesh,Indore,2019,Q2,955207,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2019,Q2,756839,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2019,Q2,373367,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2019,Q2,336963,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2019,Q2,247033,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2019,Q2,219328,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2019,Q2,211420,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2019,Q2,192226,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dhar,2019,Q2,190659,22.5,75.25
Central Region,Madhya Pradesh,Satna,2019,Q2,182176,24.5,81.0
Central Region,Madhya Pradesh,Indore,2019,Q3,1071598,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2019,Q3,846170,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2019,Q3,417846,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2019,Q3,380209,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2019,Q3,280589,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2019,Q3,243729,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2019,Q3,232367,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2019,Q3,214945,22.13983105,78.80964495
Central Region,Madhya Pradesh,Dhar,2019,Q3,214712,22.5,75.25
Central Region,Madhya Pradesh,Satna,2019,Q3,203019,24.5,81.0
Central Region,Madhya Pradesh,Indore,2019,Q4,1181500,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2019,Q4,926576,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2019,Q4,461960,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2019,Q4,422786,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2019,Q4,314250,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2019,Q4,272650,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2019,Q4,260351,24.756718,81.65493469
Central Region,Madhya Pradesh,Dhar,2019,Q4,242108,22.5,75.25
Central Region,Madhya Pradesh,Chhindwara,2019,Q4,240962,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2019,Q4,228680,24.5,81.0
Central Region,Madhya Pradesh,Indore,2020,Q1,1287857,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2020,Q1,1003288,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2020,Q1,506221,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2020,Q1,462069,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2020,Q1,349476,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2020,Q1,299753,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2020,Q1,285832,24.756718,81.65493469
Central Region,Madhya Pradesh,Dhar,2020,Q1,270891,22.5,75.25
Central Region,Madhya Pradesh,Chhindwara,2020,Q1,268008,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2020,Q1,253988,24.5,81.0
Central Region,Madhya Pradesh,Indore,2020,Q2,1410157,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2020,Q2,1080094,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2020,Q2,554377,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2020,Q2,507707,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2020,Q2,395028,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2020,Q2,333878,23.80961225,78.75911361
Central Region,Madhya Pradesh,Rewa,2020,Q2,313486,24.756718,81.65493469
Central Region,Madhya Pradesh,Dhar,2020,Q2,310389,22.5,75.25
Central Region,Madhya Pradesh,Chhindwara,2020,Q2,302791,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2020,Q2,281414,24.5,81.0
Central Region,Madhya Pradesh,Indore,2020,Q3,1524036,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2020,Q3,1162000,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2020,Q3,603096,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2020,Q3,555235,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2020,Q3,436068,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2020,Q3,368745,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2020,Q3,346394,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2020,Q3,343897,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2020,Q3,336306,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2020,Q3,311884,24.5,81.0
Central Region,Madhya Pradesh,Indore,2020,Q4,1645564,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2020,Q4,1249343,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2020,Q4,652985,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2020,Q4,604034,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2020,Q4,475637,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2020,Q4,402006,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2020,Q4,382523,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2020,Q4,374099,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2020,Q4,370027,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2020,Q4,340632,24.5,81.0
Central Region,Madhya Pradesh,Indore,2021,Q1,1769869,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2021,Q1,1340741,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2021,Q1,703232,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2021,Q1,650087,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2021,Q1,513868,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2021,Q1,432938,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2021,Q1,415117,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2021,Q1,403013,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2021,Q1,399276,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2021,Q1,368299,24.5,81.0
Central Region,Madhya Pradesh,Indore,2021,Q2,1892259,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2021,Q2,1431127,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2021,Q2,753172,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2021,Q2,695130,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2021,Q2,552204,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2021,Q2,464791,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2021,Q2,447074,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2021,Q2,432682,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2021,Q2,428800,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2021,Q2,395440,24.5,81.0
Central Region,Madhya Pradesh,Indore,2021,Q3,2028266,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2021,Q3,1531544,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2021,Q3,809887,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2021,Q3,745631,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2021,Q3,596195,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2021,Q3,501819,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2021,Q3,483901,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2021,Q3,466895,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2021,Q3,462834,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2021,Q3,426929,24.5,81.0
Central Region,Madhya Pradesh,Indore,2021,Q4,2164101,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2021,Q4,1633266,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2021,Q4,866561,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2021,Q4,796148,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2021,Q4,639197,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2021,Q4,538447,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2021,Q4,519970,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2021,Q4,500513,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2021,Q4,495990,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2021,Q4,457858,24.5,81.0
Central Region,Madhya Pradesh,Indore,2022,Q1,2291709,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2022,Q1,1729248,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2022,Q1,919789,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2022,Q1,844191,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2022,Q1,680599,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2022,Q1,573791,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2022,Q1,554545,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2022,Q1,533627,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2022,Q1,528140,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2022,Q1,488378,24.5,81.0
Central Region,Madhya Pradesh,Indore,2022,Q2,2412576,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2022,Q2,1820625,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2022,Q2,970340,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2022,Q2,889518,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2022,Q2,719339,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2022,Q2,605733,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2022,Q2,586670,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2022,Q2,564327,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2022,Q2,557958,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2022,Q2,516107,24.5,81.0
Central Region,Madhya Pradesh,Indore,2022,Q3,2537328,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2022,Q3,1915532,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2022,Q3,1022539,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2022,Q3,935649,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2022,Q3,758373,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2022,Q3,638100,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2022,Q3,618777,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2022,Q3,594588,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2022,Q3,587412,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2022,Q3,544011,24.5,81.0
Central Region,Madhya Pradesh,Indore,2022,Q4,2660518,22.7203616,75.8681996
Central Region,Madhya Pradesh,Bhopal,2022,Q4,2009655,23.2584857,77.401989
Central Region,Madhya Pradesh,Gwalior,2022,Q4,1073648,26.2037247,78.1573628
Central Region,Madhya Pradesh,Jabalpur,2022,Q4,980428,23.1608938,79.9497702
Central Region,Madhya Pradesh,Ujjain,2022,Q4,794711,23.1885131,75.7716562
Central Region,Madhya Pradesh,Sagar,2022,Q4,667526,23.80961225,78.75911361
Central Region,Madhya Pradesh,Dhar,2022,Q4,648535,22.5,75.25
Central Region,Madhya Pradesh,Rewa,2022,Q4,622122,24.756718,81.65493469
Central Region,Madhya Pradesh,Chhindwara,2022,Q4,613456,22.13983105,78.80964495
Central Region,Madhya Pradesh,Satna,2022,Q4,569320,24.5,81.0
Western Region,Maharashtra,Pune,2018,Q1,1211643,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2018,Q1,719300,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2018,Q1,631864,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2018,Q1,321402,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2018,Q1,280007,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2018,Q1,266324,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2018,Q1,233538,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2018,Q1,197473,19.1627725,74.8580243
Western Region,Maharashtra,Solapur,2018,Q1,190033,17.84990665,75.27632027
Western Region,Maharashtra,Raigad,2018,Q1,173015,18.4928092,73.13807095
Western Region,Maharashtra,Pune,2018,Q2,1592293,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2018,Q2,957633,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2018,Q2,861292,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2018,Q2,436668,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2018,Q2,380425,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2018,Q2,347838,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2018,Q2,319588,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2018,Q2,268520,19.1627725,74.8580243
Western Region,Maharashtra,Solapur,2018,Q2,259084,17.84990665,75.27632027
Western Region,Maharashtra,Palghar,2018,Q2,239053,19.684661,72.82491116
Western Region,Maharashtra,Pune,2018,Q3,1974138,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2018,Q3,1218632,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2018,Q3,1104206,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2018,Q3,552556,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2018,Q3,487280,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2018,Q3,428394,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2018,Q3,410878,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2018,Q3,344804,19.1627725,74.8580243
Western Region,Maharashtra,Solapur,2018,Q3,331428,17.84990665,75.27632027
Western Region,Maharashtra,Palghar,2018,Q3,312322,19.684661,72.82491116
Western Region,Maharashtra,Pune,2018,Q4,2498852,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2018,Q4,1578487,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2018,Q4,1473811,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2018,Q4,698343,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2018,Q4,627317,21.1498134,79.0820556
Western Region,Maharashtra,Mumbai City,2018,Q4,543353,18.9733536,72.82810492
Western Region,Maharashtra,Aurangabad,2018,Q4,534477,19.877263,75.3390241
Western Region,Maharashtra,Ahmednagar,2018,Q4,439246,19.1627725,74.8580243
Western Region,Maharashtra,Solapur,2018,Q4,419060,17.84990665,75.27632027
Western Region,Maharashtra,Palghar,2018,Q4,414825,19.684661,72.82491116
Western Region,Maharashtra,Pune,2019,Q1,3038402,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2019,Q1,1901210,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2019,Q1,1834051,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2019,Q1,853648,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2019,Q1,765612,21.1498134,79.0820556
Western Region,Maharashtra,Mumbai City,2019,Q1,670094,18.9733536,72.82810492
Western Region,Maharashtra,Aurangabad,2019,Q1,644687,19.877263,75.3390241
Western Region,Maharashtra,Ahmednagar,2019,Q1,532651,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2019,Q1,521918,19.684661,72.82491116
Western Region,Maharashtra,Raigad,2019,Q1,509108,18.4928092,73.13807095
Western Region,Maharashtra,Pune,2019,Q2,3514081,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2019,Q2,2151657,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2019,Q2,2118406,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2019,Q2,995687,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2019,Q2,887042,21.1498134,79.0820556
Western Region,Maharashtra,Mumbai City,2019,Q2,785480,18.9733536,72.82810492
Western Region,Maharashtra,Aurangabad,2019,Q2,736863,19.877263,75.3390241
Western Region,Maharashtra,Ahmednagar,2019,Q2,614812,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2019,Q2,608184,19.684661,72.82491116
Western Region,Maharashtra,Raigad,2019,Q2,594675,18.4928092,73.13807095
Western Region,Maharashtra,Pune,2019,Q3,4004991,18.521428,73.8544541
Western Region,Maharashtra,Mumbai Suburban,2019,Q3,2407754,19.1306115,72.88619365
Western Region,Maharashtra,Thane,2019,Q3,2396815,19.1943294,72.9701779
Western Region,Maharashtra,Nashik,2019,Q3,1155897,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2019,Q3,1015333,21.1498134,79.0820556
Western Region,Maharashtra,Mumbai City,2019,Q3,889541,18.9733536,72.82810492
Western Region,Maharashtra,Aurangabad,2019,Q3,841802,19.877263,75.3390241
Western Region,Maharashtra,Ahmednagar,2019,Q3,705492,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2019,Q3,691229,19.684661,72.82491116
Western Region,Maharashtra,Raigad,2019,Q3,679155,18.4928092,73.13807095
Western Region,Maharashtra,Pune,2019,Q4,4416899,18.521428,73.8544541
Western Region,Maharashtra,Thane,2019,Q4,2638051,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2019,Q4,2630360,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2019,Q4,1304611,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2019,Q4,1134480,21.1498134,79.0820556
Western Region,Maharashtra,Mumbai City,2019,Q4,973018,18.9733536,72.82810492
Western Region,Maharashtra,Aurangabad,2019,Q4,947081,19.877263,75.3390241
Western Region,Maharashtra,Ahmednagar,2019,Q4,805271,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2019,Q4,767925,19.684661,72.82491116
Western Region,Maharashtra,Raigad,2019,Q4,754910,18.4928092,73.13807095
Western Region,Maharashtra,Pune,2020,Q1,4802397,18.521428,73.8544541
Western Region,Maharashtra,Thane,2020,Q1,2878073,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2020,Q1,2843378,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2020,Q1,1448324,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2020,Q1,1251510,21.1498134,79.0820556
Western Region,Maharashtra,Mumbai City,2020,Q1,1054509,18.9733536,72.82810492
Western Region,Maharashtra,Aurangabad,2020,Q1,1046306,19.877263,75.3390241
Western Region,Maharashtra,Ahmednagar,2020,Q1,905962,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2020,Q1,848560,19.684661,72.82491116
Western Region,Maharashtra,Raigad,2020,Q1,830643,18.4928092,73.13807095
Western Region,Maharashtra,Pune,2020,Q2,5144688,18.521428,73.8544541
Western Region,Maharashtra,Thane,2020,Q2,3135101,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2020,Q2,3060916,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2020,Q2,1602650,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2020,Q2,1377642,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2020,Q2,1142730,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2020,Q2,1141566,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2020,Q2,1014520,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2020,Q2,947121,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2020,Q2,918756,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2020,Q3,5546002,18.521428,73.8544541
Western Region,Maharashtra,Thane,2020,Q3,3401853,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2020,Q3,3304696,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2020,Q3,1752191,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2020,Q3,1502777,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2020,Q3,1244879,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2020,Q3,1234355,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2020,Q3,1123648,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2020,Q3,1034468,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2020,Q3,1012518,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2020,Q4,6033615,18.521428,73.8544541
Western Region,Maharashtra,Thane,2020,Q4,3727358,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2020,Q4,3609970,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2020,Q4,1907318,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2020,Q4,1637270,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2020,Q4,1355656,19.877263,75.3390241
Western Region,Maharashtra,Mumbai City,2020,Q4,1347356,18.9733536,72.82810492
Western Region,Maharashtra,Ahmednagar,2020,Q4,1237321,19.1627725,74.8580243
Western Region,Maharashtra,Palghar,2020,Q4,1136061,19.684661,72.82491116
Western Region,Maharashtra,Solapur,2020,Q4,1113260,17.84990665,75.27632027
Western Region,Maharashtra,Pune,2021,Q1,6481971,18.521428,73.8544541
Western Region,Maharashtra,Thane,2021,Q1,4014464,19.1943294,72.9701779
Western Region,Maharashtra,Mumbai Suburban,2021,Q1,3886500,19.1306115,72.88619365
Western Region,Maharashtra,Nashik,2021,Q1,2049293,20.0112475,73.7902364
Western Region,Maharashtra,Nagpur,2021,Q1,1761562,21.1498134,79.0820556
Western Region,Maharashtra,Aurangabad,2021,Q1,1456891,19.877263,75.3390241
