Region,State,District,Year,Quarter,Total_transaction_count,Total_transaction_amount,Latitude,Longitude
Southern Region,Karnataka,Belagavi,2019,Q4,3807962,5664222342.192614,15.8572666,74.5069343
Southern Region,Karnataka,Ballari,2019,Q4,3167702,5649113297.438309,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2019,Q4,2873750,4751005895.145698,13.3400771,77.1006208
Southern Region,Karnataka,Kolar,2019,Q4,2360285,4256924114.160181,13.1367201,78.1337246
Southern Region,Karnataka,Davangere,2019,Q4,2063312,3345622513.6539807,14.4679807,75.9195682
Southern Region,Karnataka,Bengaluru Urban,2020,Q1,200174352,231970686013.7528,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2020,Q1,8069105,13036685203.223095,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2020,Q1,5260930,7794174929.658327,13.18077825,77.34174237
Southern Region,Karnataka,Dharwad,2020,Q1,5171963,6715983685.589502,15.4540505,75.0066516
Southern Region,Karnataka,Belagavi,2020,Q1,4316092,6363752952.026527,15.8572666,74.5069343
Southern Region,Karnataka,Dakshina Kannada,2020,Q1,4233207,7157456163.571186,12.9324457,74.9813132
Southern Region,Karnataka,Ballari,2020,Q1,3903343,7053379784.876896,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2020,Q1,3872833,6659223682.826368,13.3400771,77.1006208
Southern Region,Karnataka,Kolar,2020,Q1,3093003,5550612726.131468,13.1367201,78.1337246
Southern Region,Karnataka,Davangere,2020,Q1,2704786,4892688445.769339,14.4679807,75.9195682
Southern Region,Karnataka,Bengaluru Urban,2020,Q2,132120979,176357097466.76593,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2020,Q2,7184930,13106859536.057838,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2020,Q2,4985176,7327672246.467524,13.18077825,77.34174237
Southern Region,Karnataka,Belagavi,2020,Q2,4972764,8395766920.028916,15.8572666,74.5069343
Southern Region,Karnataka,Tumakuru,2020,Q2,4836880,8510119360.526955,13.3400771,77.1006208
Southern Region,Karnataka,Ballari,2020,Q2,4733742,8629333001.029205,15.2485413,76.8323648
Southern Region,Karnataka,Dharwad,2020,Q2,4199998,6626617210.413645,15.4540505,75.0066516
Southern Region,Karnataka,Kolar,2020,Q2,3965696,6790159344.716665,13.1367201,78.1337246
Southern Region,Karnataka,Dakshina Kannada,2020,Q2,3531912,6376675751.895021,12.9324457,74.9813132
Southern Region,Karnataka,Shivamogga,2020,Q2,3119744,5814372127.285877,13.9326093,75.574978
Southern Region,Karnataka,Bengaluru Urban,2020,Q3,188947684,261095181780.0901,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2020,Q3,9675261,17597207367.350117,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2020,Q3,7596076,11770793408.192162,13.18077825,77.34174237
Southern Region,Karnataka,Belagavi,2020,Q3,7078363,12764674160.447115,15.8572666,74.5069343
Southern Region,Karnataka,Dharwad,2020,Q3,6653211,10834407900.60387,15.4540505,75.0066516
Southern Region,Karnataka,Ballari,2020,Q3,6483038,12217179442.79111,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2020,Q3,6090300,11453537750.655712,13.3400771,77.1006208
Southern Region,Karnataka,Dakshina Kannada,2020,Q3,5509516,10219448161.55705,12.9324457,74.9813132
Southern Region,Karnataka,Kolar,2020,Q3,5319243,10255312905.948189,13.1367201,78.1337246
Southern Region,Karnataka,Davangere,2020,Q3,5205295,10283937898.613035,14.4679807,75.9195682
Southern Region,Karnataka,Bengaluru Urban,2020,Q4,267720411,352536741958.4486,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2020,Q4,14314966,24721321665.945152,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2020,Q4,11780762,18175304366.25715,13.18077825,77.34174237
Southern Region,Karnataka,Belagavi,2020,Q4,10147281,18131720291.443626,15.8572666,74.5069343
Southern Region,Karnataka,Dharwad,2020,Q4,9872445,15011234195.50343,15.4540505,75.0066516
Southern Region,Karnataka,Ballari,2020,Q4,9772557,18739492904.576576,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2020,Q4,8893778,16914412572.224337,13.3400771,77.1006208
Southern Region,Karnataka,Kolar,2020,Q4,7877407,14873069326.116919,13.1367201,78.1337246
Southern Region,Karnataka,Dakshina Kannada,2020,Q4,7794258,13295138020.866745,12.9324457,74.9813132
Southern Region,Karnataka,Davangere,2020,Q4,7262656,14015672346.829771,14.4679807,75.9195682
Southern Region,Karnataka,Bengaluru Urban,2021,Q1,348712787,432401341231.767,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2021,Q1,17089151,28183406863.664856,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2021,Q1,12387231,18735722156.72461,13.18077825,77.34174237
Southern Region,Karnataka,Dharwad,2021,Q1,11396406,16320416665.27951,15.4540505,75.0066516
Southern Region,Karnataka,Belagavi,2021,Q1,10602642,18931041051.05792,15.8572666,74.5069343
Southern Region,Karnataka,Ballari,2021,Q1,9904822,18837260510.482178,15.2485413,76.8323648
Southern Region,Karnataka,Dakshina Kannada,2021,Q1,9626991,15430015647.49453,12.9324457,74.9813132
Southern Region,Karnataka,Tumakuru,2021,Q1,9386009,17694897997.486076,13.3400771,77.1006208
Southern Region,Karnataka,Davangere,2021,Q1,9322884,17155680177.783762,14.4679807,75.9195682
Southern Region,Karnataka,Kolar,2021,Q1,7957144,14724582470.437292,13.1367201,78.1337246
Southern Region,Karnataka,Bengaluru Urban,2021,Q2,326804307,444422398357.67755,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2021,Q2,17372316,30853150362.625572,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2021,Q2,12594743,19987071189.389824,13.18077825,77.34174237
Southern Region,Karnataka,Belagavi,2021,Q2,12215950,23772477631.266983,15.8572666,74.5069343
Southern Region,Karnataka,Ballari,2021,Q2,11601049,23117810388.096546,15.2485413,76.8323648
Southern Region,Karnataka,Dharwad,2021,Q2,11462786,18982715974.0801,15.4540505,75.0066516
Southern Region,Karnataka,Davangere,2021,Q2,11241732,21560667430.36194,14.4679807,75.9195682
Southern Region,Karnataka,Tumakuru,2021,Q2,10841529,21263359141.534966,13.3400771,77.1006208
Southern Region,Karnataka,Dakshina Kannada,2021,Q2,10734091,18919204047.503716,12.9324457,74.9813132
Southern Region,Karnataka,Kolar,2021,Q2,9352225,17435526726.61021,13.1367201,78.1337246
Southern Region,Karnataka,Bengaluru Urban,2021,Q3,476485560,626123198813.8513,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2021,Q3,25045268,42793900020.64542,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2021,Q3,18220951,28063157056.12936,13.18077825,77.34174237
Southern Region,Karnataka,Dharwad,2021,Q3,17187010,26053988751.02021,15.4540505,75.0066516
Southern Region,Karnataka,Belagavi,2021,Q3,17022354,30762343874.290985,15.8572666,74.5069343
Southern Region,Karnataka,Davangere,2021,Q3,15967687,28564688330.34218,14.4679807,75.9195682
Southern Region,Karnataka,Ballari,2021,Q3,15360429,28402193277.238922,15.2485413,76.8323648
Southern Region,Karnataka,Dakshina Kannada,2021,Q3,15180931,25279637809.21226,12.9324457,74.9813132
Southern Region,Karnataka,Tumakuru,2021,Q3,14242057,27175810122.446198,13.3400771,77.1006208
Southern Region,Karnataka,Kolar,2021,Q3,12345736,22985772793.69687,13.1367201,78.1337246
Southern Region,Karnataka,Bengaluru Urban,2021,Q4,584958847,755926042210.8081,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2021,Q4,31839861,52946045330.89639,12.3051828,76.6553609
Southern Region,Karnataka,Bengaluru Rural,2021,Q4,22522389,33858680417.976257,13.18077825,77.34174237
Southern Region,Karnataka,Belagavi,2021,Q4,22398086,39314016545.15853,15.8572666,74.5069343
Southern Region,Karnataka,Dharwad,2021,Q4,21979264,32561017319.923508,15.4540505,75.0066516
Southern Region,Karnataka,Davangere,2021,Q4,19885521,34700043233.80145,14.4679807,75.9195682
Southern Region,Karnataka,Dakshina Kannada,2021,Q4,19368239,31520554624.57015,12.9324457,74.9813132
Southern Region,Karnataka,Ballari,2021,Q4,18819499,34087192109.870037,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2021,Q4,17549961,32086008651.86035,13.3400771,77.1006208
Southern Region,Karnataka,Shivamogga,2021,Q4,15695558,27830702801.550133,13.9326093,75.574978
Southern Region,Karnataka,Bengaluru Urban,2022,Q1,648380838,837938769153.0938,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2022,Q1,37083502,61822430173.6628,12.3051828,76.6553609
Southern Region,Karnataka,Belagavi,2022,Q1,26878240,46658421651.21534,15.8572666,74.5069343
Southern Region,Karnataka,Dharwad,2022,Q1,25761398,37328868895.055,15.4540505,75.0066516
Southern Region,Karnataka,Bengaluru Rural,2022,Q1,25383239,38366097407.82493,13.18077825,77.34174237
Southern Region,Karnataka,Dakshina Kannada,2022,Q1,23170221,37851830234.158745,12.9324457,74.9813132
Southern Region,Karnataka,Davangere,2022,Q1,22581033,39050377360.95714,14.4679807,75.9195682
Southern Region,Karnataka,Ballari,2022,Q1,21654672,38400067163.88623,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2022,Q1,20649123,37948656148.62866,13.3400771,77.1006208
Southern Region,Karnataka,Shivamogga,2022,Q1,19949316,36172162298.55464,13.9326093,75.574978
Southern Region,Karnataka,Bengaluru Urban,2022,Q2,786978117,1013933810932.2712,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2022,Q2,44272976,71755017847.05063,12.3051828,76.6553609
Southern Region,Karnataka,Belagavi,2022,Q2,32214940,54330716392.87329,15.8572666,74.5069343
Southern Region,Karnataka,Dharwad,2022,Q2,30334488,44220634322.54169,15.4540505,75.0066516
Southern Region,Karnataka,Bengaluru Rural,2022,Q2,29552291,45049848699.91369,13.18077825,77.34174237
Southern Region,Karnataka,Davangere,2022,Q2,28378650,46910152646.482544,14.4679807,75.9195682
Southern Region,Karnataka,Dakshina Kannada,2022,Q2,26596843,43058171123.945465,12.9324457,74.9813132
Southern Region,Karnataka,Ballari,2022,Q2,25715246,43733106040.421875,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2022,Q2,24528653,44297419510.108116,13.3400771,77.1006208
Southern Region,Karnataka,Shivamogga,2022,Q2,24024769,42192013838.99083,13.9326093,75.574978
Southern Region,Karnataka,Bengaluru Urban,2022,Q3,738035161,930886457807.8191,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2022,Q3,40705541,62142656687.51495,12.3051828,76.6553609
Southern Region,Karnataka,Belagavi,2022,Q3,30506760,47452586439.87803,15.8572666,74.5069343
Southern Region,Karnataka,Bengaluru Rural,2022,Q3,29738665,43852997173.89528,13.18077825,77.34174237
Southern Region,Karnataka,Dharwad,2022,Q3,25927571,34230149717.13926,15.4540505,75.0066516
Southern Region,Karnataka,Ballari,2022,Q3,25020296,39977029009.67138,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2022,Q3,24310727,41225194542.91735,13.3400771,77.1006208
Southern Region,Karnataka,Kalaburagi,2022,Q3,20345468,34468548524.63291,17.166667,77.083333
Southern Region,Karnataka,Kolar,2022,Q3,19634287,34773465329.38425,13.1367201,78.1337246
Southern Region,Karnataka,Dakshina Kannada,2022,Q3,17248777,25239674044.223103,12.9324457,74.9813132
Southern Region,Karnataka,Bengaluru Urban,2022,Q4,876647100,1092079302011.8887,12.94514225,77.553645
Southern Region,Karnataka,Mysuru,2022,Q4,44057659,67004180524.31279,12.3051828,76.6553609
Southern Region,Karnataka,Belagavi,2022,Q4,36557938,56335376307.967834,15.8572666,74.5069343
Southern Region,Karnataka,Bengaluru Rural,2022,Q4,32555311,46931010610.96648,13.18077825,77.34174237
Southern Region,Karnataka,Dharwad,2022,Q4,27717085,36289207502.73111,15.4540505,75.0066516
Southern Region,Karnataka,Ballari,2022,Q4,27273315,44205335947.44105,15.2485413,76.8323648
Southern Region,Karnataka,Tumakuru,2022,Q4,27089373,45262565516.08911,13.3400771,77.1006208
Southern Region,Karnataka,Kalaburagi,2022,Q4,22515278,37601225202.6735,17.166667,77.083333
Southern Region,Karnataka,Kolar,2022,Q4,20890491,35826431858.45456,13.1367201,78.1337246
Southern Region,Karnataka,Dakshina Kannada,2022,Q4,20604812,30207470651.062298,12.9324457,74.9813132
Southern Region,Kerala,Ernakulam,2018,Q1,390006,630357709.4293847,9.98408,76.2741457
Southern Region,Kerala,Malappuram,2018,Q1,239508,256416524.03733116,11.10684475,76.1099551
Southern Region,Kerala,Kozhikode,2018,Q1,206971,264216575.61410832,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2018,Q1,172079,275202215.58875674,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2018,Q1,148871,200502461.32188034,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q1,119324,155278345.54067275,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2018,Q1,102446,132788590.21251318,9.6287383,76.64553257
Southern Region,Kerala,Kannur,2018,Q1,92260,112128543.07612991,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2018,Q1,76713,93495184.48584011,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2018,Q1,74941,95014765.51241212,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2018,Q2,521535,992297917.6619761,9.98408,76.2741457
Southern Region,Kerala,Malappuram,2018,Q2,268993,394434596.38289905,11.10684475,76.1099551
Southern Region,Kerala,Kozhikode,2018,Q2,262368,432276266.4294082,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2018,Q2,241695,447463532.2875792,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2018,Q2,194698,323326151.5548469,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q2,148865,247495543.94612932,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2018,Q2,132766,219583423.42327893,9.6287383,76.64553257
Southern Region,Kerala,Kannur,2018,Q2,123543,190249058.5368228,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2018,Q2,107011,158093455.3837409,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2018,Q2,101141,157158524.65667993,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2018,Q3,731827,1317858232.2431176,9.98408,76.2741457
Southern Region,Kerala,Kozhikode,2018,Q3,374581,602562108.7285002,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2018,Q3,341861,663088952.7638565,8.4882267,76.947551
Southern Region,Kerala,Malappuram,2018,Q3,323771,521343702.7156196,11.10684475,76.1099551
Southern Region,Kerala,Thrissur,2018,Q3,265041,447258554.15207183,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q3,201468,329702201.45452887,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2018,Q3,185591,294011177.4497337,9.6287383,76.64553257
Southern Region,Kerala,Kannur,2018,Q3,161613,256107072.92292744,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2018,Q3,154891,237302294.1078105,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2018,Q3,129138,208917711.7163746,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2018,Q4,1012043,1886966258.0311787,9.98408,76.2741457
Southern Region,Kerala,Kozhikode,2018,Q4,492826,852029000.8762002,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2018,Q4,475377,937541020.9487803,8.4882267,76.947551
Southern Region,Kerala,Malappuram,2018,Q4,445963,712275700.16859,11.10684475,76.1099551
Southern Region,Kerala,Thrissur,2018,Q4,369941,669618693.0635448,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q4,278099,493228367.318028,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2018,Q4,244161,436012749.52668107,9.6287383,76.64553257
Southern Region,Kerala,Kannur,2018,Q4,221021,387384391.7983955,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2018,Q4,201274,339663300.07618785,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2018,Q4,180730,307021229.6677927,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2019,Q1,1657527,2766048426.726511,9.98408,76.2741457
Southern Region,Kerala,Thiruvananthapuram,2019,Q1,736407,1242525637.5853531,8.4882267,76.947551
Southern Region,Kerala,Kozhikode,2019,Q1,705959,1018056389.0463976,11.2450558,75.7754716
Southern Region,Kerala,Malappuram,2019,Q1,695313,892807636.0664955,11.10684475,76.1099551
Southern Region,Kerala,Thrissur,2019,Q1,583045,940781808.7837636,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2019,Q1,390957,618358114.4295684,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2019,Q1,348566,558480707.3401135,9.6287383,76.64553257
Southern Region,Kerala,Kannur,2019,Q1,309217,493947068.763232,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2019,Q1,267030,424402104.3678213,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2019,Q1,252186,388624847.98847747,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2019,Q2,2327469,4150046405.233533,9.98408,76.2741457
Southern Region,Kerala,Thiruvananthapuram,2019,Q2,897152,1608596589.681378,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2019,Q2,768852,1369632612.6536586,10.5256264,76.2132542
Southern Region,Kerala,Malappuram,2019,Q2,575048,950964374.0589199,11.10684475,76.1099551
Southern Region,Kerala,Kozhikode,2019,Q2,540752,968227341.5065465,11.2450558,75.7754716
Southern Region,Kerala,Kottayam,2019,Q2,373169,682101020.9961852,9.6287383,76.64553257
Southern Region,Kerala,Palakkad,2019,Q2,358416,674063610.1443211,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2019,Q2,350753,624420173.4544072,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2019,Q2,285888,508491310.8754553,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2019,Q2,282582,473109181.5959674,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2019,Q3,2730518,5157574846.841607,9.98408,76.2741457
Southern Region,Kerala,Thiruvananthapuram,2019,Q3,1210326,2114421209.9453459,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2019,Q3,913742,1653044268.9504735,10.5256264,76.2132542
Southern Region,Kerala,Kozhikode,2019,Q3,791143,1229904356.4614897,11.2450558,75.7754716
Southern Region,Kerala,Malappuram,2019,Q3,669092,1122314397.733013,11.10684475,76.1099551
Southern Region,Kerala,Palakkad,2019,Q3,468478,831397770.4387538,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2019,Q3,467512,801246829.2133518,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2019,Q3,455029,868646787.5281065,9.6287383,76.64553257
Southern Region,Kerala,Kollam,2019,Q3,434861,713019785.4366323,8.8879509,76.5955013
Southern Region,Kerala,Alappuzha,2019,Q3,412404,649647317.8447716,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2019,Q4,3714876,6519567750.700623,9.98408,76.2741457
Southern Region,Kerala,Thiruvananthapuram,2019,Q4,1653618,2665386104.807865,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2019,Q4,1136317,2093913336.2620661,10.5256264,76.2132542
Southern Region,Kerala,Kozhikode,2019,Q4,1048192,1646744139.5471349,11.2450558,75.7754716
Southern Region,Kerala,Malappuram,2019,Q4,888327,1440292240.0345955,11.10684475,76.1099551
Southern Region,Kerala,Kollam,2019,Q4,625681,942036912.2773268,8.8879509,76.5955013
Southern Region,Kerala,Kottayam,2019,Q4,621352,1132028895.1782436,9.6287383,76.64553257
Southern Region,Kerala,Kannur,2019,Q4,616688,1017939385.5907226,11.8763836,75.3737973
Southern Region,Kerala,Palakkad,2019,Q4,607193,1069460193.0190685,10.78736915,76.47421719
Southern Region,Kerala,Alappuzha,2019,Q4,581762,859960789.4064287,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2020,Q1,5025201,8938376106.912516,9.98408,76.2741457
Southern Region,Kerala,Thiruvananthapuram,2020,Q1,1957687,3050411160.545363,8.4882267,76.947551
Southern Region,Kerala,Kozhikode,2020,Q1,1568774,2563142658.862935,11.2450558,75.7754716
Southern Region,Kerala,Thrissur,2020,Q1,1370029,2546348594.755377,10.5256264,76.2132542
Southern Region,Kerala,Malappuram,2020,Q1,1032834,1707013551.1569433,11.10684475,76.1099551
Southern Region,Kerala,Kollam,2020,Q1,773621,1132631398.2083387,8.8879509,76.5955013
Southern Region,Kerala,Kottayam,2020,Q1,752571,1330711260.7580514,9.6287383,76.64553257
Southern Region,Kerala,Palakkad,2020,Q1,715756,1196433777.4224691,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2020,Q1,703334,1073577708.9427073,11.8763836,75.3737973
Southern Region,Kerala,Alappuzha,2020,Q1,655979,939182379.108365,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2020,Q2,4530511,9056027224.418602,9.98408,76.2741457
Southern Region,Kerala,Thiruvananthapuram,2020,Q2,1742767,2599631080.6226444,8.4882267,76.947551
Southern Region,Kerala,Kozhikode,2020,Q2,1566564,2243504596.608429,11.2450558,75.7754716
Southern Region,Kerala,Thrissur,2020,Q2,1351787,2341058567.044311,10.5256264,76.2132542
Southern Region,Kerala,Malappuram,2020,Q2,1257378,1803201659.9709346,11.10684475,76.1099551
Southern Region,Kerala,Kannur,2020,Q2,998243,1189750957.3159876,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2020,Q2,893973,1193885128.3700097,8.8879509,76.5955013
Southern Region,Kerala,Palakkad,2020,Q2,893115,1291966407.5463247,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2020,Q2,761782,1204970922.4053957,9.6287383,76.64553257
Southern Region,Kerala,Alappuzha,2020,Q2,755556,942056560.3210676,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2020,Q3,5931363,11683184896.523336,9.98408,76.2741457
Southern Region,Kerala,Kozhikode,2020,Q3,2170142,3948266707.5358214,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2020,Q3,2081035,3493171877.8317666,8.4882267,76.947551
Southern Region,Kerala,Malappuram,2020,Q3,1898768,3664780939.0939474,11.10684475,76.1099551
Southern Region,Kerala,Thrissur,2020,Q3,1849073,3785405397.4936147,10.5256264,76.2132542
Southern Region,Kerala,Kollam,2020,Q3,1338722,2289595646.9909644,8.8879509,76.5955013
Southern Region,Kerala,Kannur,2020,Q3,1278504,2162452906.343422,11.8763836,75.3737973
Southern Region,Kerala,Palakkad,2020,Q3,1116331,2004283358.564612,10.78736915,76.47421719
Southern Region,Kerala,Alappuzha,2020,Q3,1034921,1556781058.1512263,9.5006651,76.41241429
Southern Region,Kerala,Kottayam,2020,Q3,1001447,1888052939.6003127,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2020,Q4,8950159,14375193240.80718,9.98408,76.2741457
Southern Region,Kerala,Kozhikode,2020,Q4,3436777,5728144598.801697,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2020,Q4,3376010,5574649734.488936,8.4882267,76.947551
Southern Region,Kerala,Malappuram,2020,Q4,2988328,5198015036.320328,11.10684475,76.1099551
Southern Region,Kerala,Thrissur,2020,Q4,2628494,5026840469.302741,10.5256264,76.2132542
Southern Region,Kerala,Kannur,2020,Q4,1966681,3368866047.27071,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2020,Q4,1917078,3346551214.334015,8.8879509,76.5955013
Southern Region,Kerala,Palakkad,2020,Q4,1675633,3102276857.5431166,10.78736915,76.47421719
Southern Region,Kerala,Alappuzha,2020,Q4,1562242,2495781952.4534736,9.5006651,76.41241429
Southern Region,Kerala,Kottayam,2020,Q4,1486474,2688432124.5928073,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2021,Q1,13390058,18947291978.111584,9.98408,76.2741457
Southern Region,Kerala,Kozhikode,2021,Q1,4287518,6990433691.332143,11.2450558,75.7754716
Southern Region,Kerala,Malappuram,2021,Q1,4147591,6618671647.034931,11.10684475,76.1099551
Southern Region,Kerala,Thiruvananthapuram,2021,Q1,3878020,6358411606.613166,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2021,Q1,3475629,6417811869.899821,10.5256264,76.2132542
Southern Region,Kerala,Kollam,2021,Q1,2127176,3821625432.235867,8.8879509,76.5955013
Southern Region,Kerala,Kannur,2021,Q1,2044936,3708267084.541333,11.8763836,75.3737973
Southern Region,Kerala,Palakkad,2021,Q1,1892633,3654239469.7430363,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2021,Q1,1808155,3236942550.7439046,9.6287383,76.64553257
Southern Region,Kerala,Alappuzha,2021,Q1,1681817,2825682876.840207,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2021,Q2,14177054,19704497753.319965,9.98408,76.2741457
Southern Region,Kerala,Kozhikode,2021,Q2,4726028,7499008472.489387,11.2450558,75.7754716
Southern Region,Kerala,Malappuram,2021,Q2,4693842,7117221910.053398,11.10684475,76.1099551
Southern Region,Kerala,Thiruvananthapuram,2021,Q2,4154572,6743334746.137385,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2021,Q2,3881737,6752401585.982382,10.5256264,76.2132542
Southern Region,Kerala,Kollam,2021,Q2,2534369,4330614971.237995,8.8879509,76.5955013
Southern Region,Kerala,Kannur,2021,Q2,2477621,4226966852.6657553,11.8763836,75.3737973
Southern Region,Kerala,Palakkad,2021,Q2,2232317,3954891660.8379817,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2021,Q2,2131122,3543155910.9216585,9.6287383,76.64553257
Southern Region,Kerala,Alappuzha,2021,Q2,1921008,3048000026.8000603,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2021,Q3,19207421,26757448740.357037,9.98408,76.2741457
Southern Region,Kerala,Malappuram,2021,Q3,6691321,10228243297.037325,11.10684475,76.1099551
Southern Region,Kerala,Kozhikode,2021,Q3,6483184,10352351671.467161,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2021,Q3,5427449,9208113081.714626,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2021,Q3,5059971,9074305921.546795,10.5256264,76.2132542
Southern Region,Kerala,Kollam,2021,Q3,3321904,6085539500.552663,8.8879509,76.5955013
Southern Region,Kerala,Kannur,2021,Q3,3200023,5705948607.452807,11.8763836,75.3737973
Southern Region,Kerala,Palakkad,2021,Q3,2841134,5273353074.481867,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2021,Q3,2719376,4787914328.51901,9.6287383,76.64553257
Southern Region,Kerala,Alappuzha,2021,Q3,2505822,4227398745.1447935,9.5006651,76.41241429
Southern Region,Kerala,Ernakulam,2021,Q4,25306923,32778937436.49068,9.98408,76.2741457
Southern Region,Kerala,Malappuram,2021,Q4,8689226,12215744694.721281,11.10684475,76.1099551
Southern Region,Kerala,Kozhikode,2021,Q4,8306264,12437421004.466856,11.2450558,75.7754716
Southern Region,Kerala,Thiruvananthapuram,2021,Q4,6802679,10882144450.411564,8.4882267,76.947551
Southern Region,Kerala,Thrissur,2021,Q4,6471411,10748756930.39449,10.5256264,76.2132542
Southern Region,Kerala,Kannur,2021,Q4,4171542,6945109953.226888,11.8763836,75.3737973
Southern Region,Kerala,Kollam,2021,Q4,4107417,7277474405.384279,8.8879509,76.5955013
Southern Region,Kerala,Palakkad,2021,Q4,3813936,6473706354.941971,10.78736915,76.47421719
Southern Region,Kerala,Kottayam,2021,Q4,3504049,5843770525.961052,9.6287383,76.64553257
Southern Region,Kerala,Alappuzha,2021,Q4,3177335,5086522403.521093,9.5006651,76.41241429
