Region,State,District,Year,Quarter,Total_transaction_count,Total_transaction_amount,Latitude,Longitude
Northern Region,Jammu and Kashmir,Budgam,2019,Q1,141988,182507224.81175336,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q1,92467,115882661.62980533,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Pulwama,2019,Q1,73558,128624249.28698528,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Kathua,2019,Q1,65843,123437204.57869422,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kupwara,2019,Q1,65813,158106446.71607158,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Kulgam,2019,Q1,64816,58528128.30016053,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Srinagar,2019,Q2,721517,1997435095.3858333,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Jammu,2019,Q2,532412,1521238563.9344492,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Baramulla,2019,Q2,150503,324305667.3040718,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2019,Q2,118107,244724342.9971184,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q2,76968,176892916.91069663,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q2,75719,231219527.2618152,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Pulwama,2019,Q2,72486,192069086.39596564,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Udhampur,2019,Q2,70405,212612443.68697757,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2019,Q2,62989,140667309.65092766,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Rajouri,2019,Q2,59741,189339489.0274282,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Srinagar,2019,Q3,329195,1391918063.9301224,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Jammu,2019,Q3,275239,885413982.5256196,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Baramulla,2019,Q3,55226,164311812.1144624,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Udhampur,2019,Q3,43153,135163022.78214857,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2019,Q3,42083,90084615.95369668,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Budgam,2019,Q3,41566,114191268.29962389,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q3,39325,117282515.54028721,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q3,35301,118625723.03167562,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Rajouri,2019,Q3,34386,112169651.6625633,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Pulwama,2019,Q3,33089,104266797.68078922,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2019,Q4,231238,928579096.2076488,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2019,Q4,117133,474222741.4546555,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Kathua,2019,Q4,28288,83151146.69576254,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Udhampur,2019,Q4,22103,91344412.2796205,33.0,75.166667
Northern Region,Jammu and Kashmir,Rajouri,2019,Q4,15973,65942824.07004503,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Samba,2019,Q4,14817,53713327.351715714,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Ramban,2019,Q4,14088,49372161.63794071,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Reasi,2019,Q4,12986,43788337.944249794,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Poonch,2019,Q4,10130,37926598.592978455,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Baramulla,2019,Q4,8345,30863315.57342449,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2020,Q1,363150,1275561405.7653875,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q1,127979,474473029.57881373,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Kathua,2020,Q1,48120,107171478.55933961,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Udhampur,2020,Q1,45339,137536252.00526458,33.0,75.166667
Northern Region,Jammu and Kashmir,Baramulla,2020,Q1,38477,102651433.96810116,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Budgam,2020,Q1,32991,95338551.2263335,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Samba,2020,Q1,32933,90185246.22000371,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Kupwara,2020,Q1,29357,87388063.94032452,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Rajouri,2020,Q1,28561,88475364.88892928,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Pulwama,2020,Q1,26598,76212175.43966158,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2020,Q2,819252,2746977181.9002085,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q2,440808,1810806888.4362636,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q2,139478,414666518.84516615,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Udhampur,2020,Q2,127419,319173115.2814594,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2020,Q2,114835,227977779.90759307,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kupwara,2020,Q2,114772,359166698.8086049,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Budgam,2020,Q2,112970,331830464.6882304,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Rajouri,2020,Q2,104655,305656997.14551216,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Samba,2020,Q2,92336,202733580.03466016,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2020,Q2,85402,271480260.94137585,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2020,Q3,1266667,4876922229.442625,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q3,461915,1879035426.8961873,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q3,183583,580425624.3604748,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Kupwara,2020,Q3,157369,516694658.1405348,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2020,Q3,154296,445180791.55363184,33.0,75.166667
Northern Region,Jammu and Kashmir,Budgam,2020,Q3,148225,477023512.9076569,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q3,128022,403569858.30771744,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kathua,2020,Q3,126283,311678208.3628339,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Rajouri,2020,Q3,125973,413621357.5955142,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Pulwama,2020,Q3,114833,372238070.39747894,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2020,Q4,1776840,5696308275.135366,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2020,Q4,731076,2177635781.6444306,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q4,412433,862594987.5778542,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Kupwara,2020,Q4,303474,721320071.0437152,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Budgam,2020,Q4,295461,692267475.7911439,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q4,282499,514346950.95159316,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Udhampur,2020,Q4,248906,646828971.36521,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2020,Q4,226360,463045666.1261913,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Pulwama,2020,Q4,219731,551823991.7884357,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Rajouri,2020,Q4,196713,567890456.5176736,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Jammu,2021,Q1,2651223,7421535965.773877,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q1,1027161,2568956545.461122,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q1,410535,785025036.8822093,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2021,Q1,317577,500687365.6142786,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2021,Q1,314969,629196655.3946896,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kupwara,2021,Q1,287414,651843634.7301381,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q1,253788,659211752.0750571,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2021,Q1,245017,476737690.8982123,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Pulwama,2021,Q1,230547,506298792.83870804,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2021,Q1,201873,489544571.0195804,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2021,Q2,3793205,10159766998.570374,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q2,1529261,3491629169.891506,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q2,558737,966623715.8159673,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2021,Q2,479956,717788809.3041894,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2021,Q2,450138,822332973.9248708,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kupwara,2021,Q2,408584,819478528.2209684,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q2,361814,841569039.9908627,33.0,75.166667
Northern Region,Jammu and Kashmir,Pulwama,2021,Q2,332326,632761432.1392006,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Kathua,2021,Q2,329534,635043868.1523829,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Samba,2021,Q2,272944,627782719.5376384,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2021,Q3,5192026,13867943225.785107,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q3,2196468,5510884597.059818,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q3,647847,1285810267.7066154,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2021,Q3,580106,938064508.2337394,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2021,Q3,545818,1112797675.6615355,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kupwara,2021,Q3,477130,1133802686.4410892,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2021,Q3,476615,1090587535.866065,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2021,Q3,399722,762622103.9071403,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Pulwama,2021,Q3,393629,826511580.0632427,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2021,Q3,352992,822873576.4759533,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2021,Q4,6639541,16627649138.408905,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2021,Q4,2900577,7232270069.006124,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q4,787593,1567275687.193142,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2021,Q4,683078,1035794983.473675,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2021,Q4,678080,1358477847.9462018,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Udhampur,2021,Q4,621122,1409015376.0471456,33.0,75.166667
Northern Region,Jammu and Kashmir,Kupwara,2021,Q4,597802,1313830800.6467097,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Kathua,2021,Q4,528207,1082468701.539606,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Samba,2021,Q4,492079,1144805603.769711,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2021,Q4,462342,988006961.9135485,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2022,Q1,5510056,11881749307.528316,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q1,2743701,5949336258.494824,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q1,877608,1607194898.3390286,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Udhampur,2022,Q1,729905,1568037829.8497903,33.0,75.166667
Northern Region,Jammu and Kashmir,Anantnag,2022,Q1,728868,1032527025.5719062,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2022,Q1,718312,1319712135.4938064,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kupwara,2022,Q1,654488,1300783254.8105648,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Kathua,2022,Q1,608852,1177353985.5858088,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Samba,2022,Q1,588078,1229539785.5198188,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2022,Q1,508605,1004677770.5886712,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Jammu,2022,Q2,7441002,14880950856.224466,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q2,4660647,9640282801.134441,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q2,1226879,2154959862.6085277,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2022,Q2,1214291,1884518051.065606,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2022,Q2,1052343,1977187447.21696,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kupwara,2022,Q2,975579,1819041252.88245,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2022,Q2,947548,1877648827.461425,33.0,75.166667
Northern Region,Jammu and Kashmir,Kathua,2022,Q2,817009,1514113031.121934,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Pulwama,2022,Q2,790442,1527002272.083313,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2022,Q2,783532,1573110669.1012697,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Jammu,2022,Q3,7526503,13607597636.170393,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q3,2447805,4804161643.106109,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q3,1311393,2203515919.7910256,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2022,Q3,1263844,1939518538.6283112,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2022,Q3,1140418,1992489881.6152542,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kupwara,2022,Q3,1028821,1830706791.4213793,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Udhampur,2022,Q3,997199,1863833971.9477148,33.0,75.166667
Northern Region,Jammu and Kashmir,Pulwama,2022,Q3,847472,1623093820.1695747,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Samba,2022,Q3,842829,1581915447.7990084,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Kathua,2022,Q3,834884,1473463666.339784,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Jammu,2022,Q4,9213783,15674936388.296492,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2022,Q4,3176470,5356773720.960181,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2022,Q4,1599504,2370515820.01391,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2022,Q4,1338553,1684090753.6075985,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2022,Q4,1306982,1932170615.544405,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Udhampur,2022,Q4,1227109,2035000646.988761,33.0,75.166667
Northern Region,Jammu and Kashmir,Kupwara,2022,Q4,1219778,1804597459.1902237,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Kathua,2022,Q4,1035799,1765328885.276795,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Samba,2022,Q4,1025985,1822006887.441403,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Pulwama,2022,Q4,963378,1594427876.0287037,33.8756947,74.9003129
Eastern Region,Jharkhand,Ranchi,2018,Q1,356622,434234048.4962647,23.3700501,85.3250387
Eastern Region,Jharkhand,Dhanbad,2018,Q1,340878,271973005.2993548,23.7952809,86.4309638
Eastern Region,Jharkhand,Bokaro,2018,Q1,263441,210067688.75698972,23.69912795,85.99106894
Eastern Region,Jharkhand,East Singhbhum,2018,Q1,220276,257229540.65490007,22.8092139,86.2091549
Eastern Region,Jharkhand,Hazaribag,2018,Q1,150709,171297280.2361688,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q1,131905,131409945.9448334,24.1608897,86.25113503
Eastern Region,Jharkhand,Ramgarh,2018,Q1,97459,85844869.66475454,23.59877595,85.53691565
Eastern Region,Jharkhand,Palamu,2018,Q1,84608,128141542.2688809,23.916667,84.083333
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q1,83449,74573902.81878725,22.8232012,85.91973202
Eastern Region,Jharkhand,Deoghar,2018,Q1,70058,91100585.73781538,24.4766423,86.60673245
Eastern Region,Jharkhand,Dhanbad,2018,Q2,520547,503649314.0895539,23.7952809,86.4309638
Eastern Region,Jharkhand,Ranchi,2018,Q2,501072,820976014.2247977,23.3700501,85.3250387
Eastern Region,Jharkhand,Bokaro,2018,Q2,396119,398722258.97476417,23.69912795,85.99106894
Eastern Region,Jharkhand,East Singhbhum,2018,Q2,323829,467008622.29054534,22.8092139,86.2091549
Eastern Region,Jharkhand,Hazaribag,2018,Q2,214298,371520189.2845477,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q2,172783,267172044.8851918,24.1608897,86.25113503
Eastern Region,Jharkhand,Palamu,2018,Q2,131021,325976624.8230643,23.916667,84.083333
Eastern Region,Jharkhand,Ramgarh,2018,Q2,120655,173725383.96619216,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q2,117686,128312051.58743984,22.8232012,85.91973202
Eastern Region,Jharkhand,Deoghar,2018,Q2,96438,148363954.84218916,24.4766423,86.60673245
Eastern Region,Jharkhand,Dhanbad,2018,Q3,2064271,1383326534.6497748,23.7952809,86.4309638
Eastern Region,Jharkhand,Bokaro,2018,Q3,1606672,1103642100.617909,23.69912795,85.99106894
Eastern Region,Jharkhand,Ranchi,2018,Q3,1040485,1373309866.0578432,23.3700501,85.3250387
Eastern Region,Jharkhand,East Singhbhum,2018,Q3,716556,825516933.9712927,22.8092139,86.2091549
Eastern Region,Jharkhand,Hazaribag,2018,Q3,542701,663718370.6947035,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q3,334079,457115389.39227813,24.1608897,86.25113503
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q3,290800,265695487.6867497,22.8232012,85.91973202
Eastern Region,Jharkhand,Ramgarh,2018,Q3,264474,310366602.6469911,23.59877595,85.53691565
Eastern Region,Jharkhand,Palamu,2018,Q3,166304,405648506.51824975,23.916667,84.083333
Eastern Region,Jharkhand,Deoghar,2018,Q3,152113,198908051.87959886,24.4766423,86.60673245
Eastern Region,Jharkhand,Dhanbad,2018,Q4,1062585,1128043527.8329785,23.7952809,86.4309638
Eastern Region,Jharkhand,Ranchi,2018,Q4,997887,1817673935.7006779,23.3700501,85.3250387
Eastern Region,Jharkhand,Bokaro,2018,Q4,798913,898225421.2948879,23.69912795,85.99106894
Eastern Region,Jharkhand,East Singhbhum,2018,Q4,616640,990453488.2225387,22.8092139,86.2091549
Eastern Region,Jharkhand,Hazaribag,2018,Q4,454790,843013094.1120856,24.0,85.25
Eastern Region,Jharkhand,Giridih,2018,Q4,364032,575695972.035529,24.1608897,86.25113503
Eastern Region,Jharkhand,Ramgarh,2018,Q4,245189,412829670.89178383,23.59877595,85.53691565
Eastern Region,Jharkhand,Seraikela-Kharsawan,2018,Q4,242853,296733243.1740029,22.8232012,85.91973202
Eastern Region,Jharkhand,Palamu,2018,Q4,234378,620094977.5658048,23.916667,84.083333
Eastern Region,Jharkhand,Deoghar,2018,Q4,152383,236116834.01685226,24.4766423,86.60673245
Eastern Region,Jharkhand,Ranchi,2019,Q1,1958897,3112736131.1203365,23.3700501,85.3250387
